,congress,chamber,bioguide,last_name,state_x,district,party,votes,agree_pct,predicted_agree,net_trump_vote,Unnamed: 0,state_y,name,twitter_handle
508,116,house,S001145,Schakowsky,IL,9.0,D,89.0,0.0674157303370786,0.06508439,-45.2,245,IL-09,"Janice ""Jan"" Schakowsky",@janschakowsky
509,116,house,S001148,Simpson,ID,2.0,R,86.0,0.895348837209302,0.9002360999999999,24.7,236,ID-02,Michael Simpson,@CongMikeSimpson
510,116,house,S001150,Schiff,CA,28.0,D,89.0,0.0674157303370786,0.06356031,-49.8,148,CA-28,Adam Schiff,@RepAdamSchiff
511,116,house,S001156,Sánchez,CA,38.0,D,85.0,0.0705882352941176,0.07042312,-39.6,158,CA-38,Linda Sánchez,@RepLindaSanchez
512,116,house,S001165,Sires,NJ,8.0,D,86.0,0.0697674418604651,0.06441667,-54.2,359,NJ-08,Albio Sires,@RepSires
513,116,house,S001168,Sarbanes,MD,3.0,D,89.0,0.0674157303370786,0.07209151,-30.5,284,MD-03,John Sarbanes,@RepSarbanes
514,116,house,S001175,Speier,CA,14.0,D,83.0,0.0481927710843374,0.05345956,-58.7,134,CA-14,Jackie Speier,@RepSpeier
515,116,house,S001176,Scalise,LA,1.0,R,89.0,0.9662921348314608,0.93349488,42.0,274,LA-01,Steve Scalise,@SteveScalise
516,116,house,S001180,Schrader,OR,5.0,D,89.0,0.0898876404494382,0.17112358,-4.2,423,OR-05,Kurt Schrader,@RepSchrader
517,116,house,S001183,Schweikert,AZ,6.0,R,89.0,0.910112359550562,0.6312432,10.0,117,AZ-06,David Schweikert,@RepDavid
518,116,house,S001185,Sewell,AL,7.0,D,87.0,0.0689655172413793,0.06812508,-41.2,107,AL-07,Terri Sewell,@RepTerriSewell
519,116,house,S001187,Stivers,OH,15.0,R,83.0,0.867469879518072,0.7874361,15.4,412,OH-15,Steve Stivers,@RepSteveStivers
520,116,house,S001190,Schneider,IL,10.0,D,89.0,0.0674157303370786,0.07285552,-29.4,246,IL-10,Bradley Scott Schneider,@RepSchneider
521,116,house,S001192,Stewart,UT,2.0,R,88.0,0.920454545454545,0.76065762,14.0,497,UT-02,Chris Stewart,@RepChrisStewart
522,116,house,S001193,Swalwell,CA,15.0,D,80.0,0.0625,0.07215637,-45.7,135,CA-15,Eric Swalwell,@RepSwalwell
523,116,house,S001196,Stefanik,NY,21.0,R,89.0,0.651685393258427,0.7561579,13.9,391,NY-21,Elise Stefanik,@RepStefanik
524,116,house,S001199,Smucker,PA,11.0,R,84.0,0.9285714285714292,0.90206176,25.8,434,PA-11,Lloyd Smucker,@RepSmucker
525,116,house,S001200,Soto,FL,9.0,D,88.0,0.0681818181818182,0.10130519,-12.9,196,FL-09,Darren Soto,@RepDarrenSoto
526,116,house,S001201,Suozzi,NY,3.0,D,89.0,0.0674157303370786,0.14611022,-6.1,373,NY-03,Thomas R.. Suozzi,@RepTomSuozzi
527,116,house,S001205,Scanlon,PA,5.0,D,89.0,0.0561797752808989,0.07375427,-28.2,428,PA-05,Mary Gay Scanlon,@RepMGS
528,116,house,S001206,Shalala,FL,27.0,D,89.0,0.0674157303370786,0.08344075,-19.6,214,FL-27,Donna Shalala,@RepShalala
529,116,house,S001207,Sherrill,NJ,11.0,D,88.0,0.0681818181818182,0.28579808,0.9,362,NJ-11,Mikie Sherrill,@RepSherrill
530,116,house,S001208,Slotkin,MI,8.0,D,89.0,0.0674157303370786,0.50012673,6.7,306,MI-08,Elissa Slotkin,@RepSlotkin
531,116,house,S001209,Spanberger,VA,7.0,D,89.0,0.0898876404494382,0.49192736,6.5,506,VA-07,Abigail Spanberger,@RepSpanberger
532,116,house,S001211,Stanton,AZ,9.0,D,89.0,0.0786516853932584,0.08995767,-16.3,120,AZ-09,Greg Stanton,@RepGregStanton
533,116,house,S001212,Stauber,MN,8.0,R,89.0,0.876404494382023,0.79649282,15.6,320,MN-8,Pete Stauber,@RepPeteStauber
534,116,house,S001213,Steil,WI,1.0,R,88.0,0.8977272727272729,0.64070217,10.3,522,WI-01,Bryan Steil,@RepBryanSteil
535,116,house,S001214,Steube,FL,17.0,R,86.0,0.9418604651162791,0.91932666,27.2,204,FL-17,W. Gregory Steube,@RepGregSteube
536,116,house,S001215,Stevens,MI,11.0,D,89.0,0.0674157303370786,0.40744737,4.4,309,MI-11,Haley Stevens,@RepHaleyStevens
537,116,house,S001216,Schrier,WA,8.0,D,88.0,0.0681818181818182,0.19230709,-3.0,519,WA-08,Kim Schrier,@RepKimSchrier
538,116,house,T000193,Thompson,MS,2.0,D,85.0,0.0705882352941176,0.07698151,-28.5,125,CA-05,Mike Thompson,@RepThompson
539,116,house,T000193,Thompson,MS,2.0,D,85.0,0.0705882352941176,0.07698151,-28.5,330,MS-02,Bennie Thompson,@BennieGThompson
540,116,house,T000193,Thompson,MS,2.0,D,85.0,0.0705882352941176,0.07698151,-28.5,437,PA-15,Glenn Thompson,@CongressmanGT
541,116,house,T000460,Thompson,CA,5.0,D,88.0,0.0568181818181818,0.06593183,-44.9,125,CA-05,Mike Thompson,@RepThompson
542,116,house,T000460,Thompson,CA,5.0,D,88.0,0.0568181818181818,0.06593183,-44.9,330,MS-02,Bennie Thompson,@BennieGThompson
543,116,house,T000460,Thompson,CA,5.0,D,88.0,0.0568181818181818,0.06593183,-44.9,437,PA-15,Glenn Thompson,@CongressmanGT
544,116,house,T000467,Thompson,PA,15.0,R,87.0,0.931034482758621,0.93257977,43.3,125,CA-05,Mike Thompson,@RepThompson
545,116,house,T000467,Thompson,PA,15.0,R,87.0,0.931034482758621,0.93257977,43.3,330,MS-02,Bennie Thompson,@BennieGThompson
546,116,house,T000467,Thompson,PA,15.0,R,87.0,0.931034482758621,0.93257977,43.3,437,PA-15,Glenn Thompson,@CongressmanGT
547,116,house,T000238,Thornberry,TX,13.0,R,86.0,0.918604651162791,0.93569475,63.0,472,TX-13,Mac Thornberry,@MacTXPress
548,116,house,T000463,Turner,OH,10.0,R,88.0,0.8977272727272729,0.52569522,7.3,407,OH-10,Michael Turner,@RepMikeTurner
549,116,house,T000468,Titus,NV,1.0,D,88.0,0.0568181818181818,0.0739783,-29.0,367,NV-01,Dina Titus,@repdinatitus
550,116,house,T000469,Tonko,NY,20.0,D,89.0,0.0561797752808989,0.09800272,-13.5,390,NY-20,Paul Tonko,@RepPaulTonko
551,116,house,T000470,Tipton,CO,3.0,R,89.0,0.8988764044943821,0.70072232,12.0,176,CO-03,Scott Tipton,@RepTipton
552,116,house,T000472,Takano,CA,41.0,D,88.0,0.0681818181818182,0.07483152,-27.9,161,CA-41,Mark Takano,@RepMarkTakano
553,116,house,T000474,Torres,CA,35.0,D,88.0,0.0568181818181818,0.06751531,-40.8,155,CA-35,Norma Torres,@NormaJTorres
554,116,house,T000479,Taylor,TX,3.0,R,89.0,0.910112359550562,0.76390588,14.2,462,TX-03,Van Taylor,@RepVanTaylor
555,116,house,T000480,Timmons,SC,4.0,R,78.0,0.897435897435897,0.90816898,25.7,446,SC-04,William Timmons,@reptimmons
556,116,house,T000481,Tlaib,MI,13.0,D,89.0,0.12359550561797801,0.06060201,-60.7,311,MI-13,Rashida Tlaib,@RepRashida
557,116,house,T000482,Trahan,MA,3.0,D,89.0,0.0561797752808989,0.07896403,-22.8,292,MA-03,Lori Trahan,@RepLoriTrahan
558,116,house,T000483,Trone,MD,6.0,D,89.0,0.0674157303370786,0.09304446,-15.1,287,MD-06,David Trone,@RepDavidTrone
559,116,house,U000031,Upton,MI,6.0,R,89.0,0.6404494382022471,0.56927391,8.4,304,MI-06,Fred Upton,@RepFredUpton
560,116,house,U000040,Underwood,IL,14.0,D,89.0,0.0674157303370786,0.38819955,3.9,250,IL-14,Lauren Underwood,@RepUnderwood
561,116,house,V000081,Velázquez,NY,7.0,D,86.0,0.0697674418604651,0.05719809,-76.5,377,NY-07,Nydia Velázquez,@NydiaVelazquez
562,116,house,V000108,Visclosky,IN,1.0,D,88.0,0.0568181818181818,0.10156258,-12.6,255,IN-01,Peter Visclosky,@RepVisclosky
563,116,house,V000130,Vargas,CA,51.0,D,88.0,0.0681818181818182,0.06453668,-49.0,171,CA-51,Juan Vargas,@RepJuanVargas
564,116,house,V000131,Veasey,TX,33.0,D,87.0,0.0689655172413793,0.06521371,-49.2,492,TX-33,Marc Veasey,@RepVeasey
565,116,house,V000132,Vela,TX,34.0,D,89.0,0.0786516853932584,0.08061723,-21.5,493,TX-34,Filemon Vela,@RepFilemonVela
566,116,house,W000187,Waters,CA,43.0,D,88.0,0.0681818181818182,0.0610544,-61.7,163,CA-43,Maxine Waters,@RepMaxineWaters
567,116,house,W000791,Walden,OR,2.0,R,88.0,0.795454545454545,0.86728862,20.1,420,OR-02,Greg Walden,@repgregwalden
568,116,house,W000795,Wilson,SC,2.0,R,84.0,0.916666666666667,0.83588479,17.7,211,FL-24,Frederica Wilson,@RepWilson
569,116,house,W000795,Wilson,SC,2.0,R,84.0,0.916666666666667,0.83588479,17.7,444,SC-02,Joe Wilson,@RepJoeWilson
570,116,house,W000808,Wilson,FL,24.0,D,80.0,0.0625,0.06577145,-67.5,211,FL-24,Frederica Wilson,@RepWilson
571,116,house,W000808,Wilson,FL,24.0,D,80.0,0.0625,0.06577145,-67.5,444,SC-02,Joe Wilson,@RepJoeWilson
572,116,house,W000798,Walberg,MI,7.0,R,87.0,0.931034482758621,0.82420496,17.0,305,MI-07,Tim Walberg,@RepWalberg
573,116,house,W000800,Welch,VT,0.0,D,88.0,0.0795454545454545,0.07610015,-26.40835124,511,VT - ,Peter Welch,@PeterWelch
574,116,house,W000804,Wittman,VA,1.0,R,89.0,0.9213483146067422,0.71329675,12.4,500,VA-01,Robert Wittman,@RobWittman
575,116,house,W000806,Webster,FL,11.0,R,82.0,0.902439024390244,0.93064469,32.3,198,FL-11,Daniel Webster,@RepWebster
576,116,house,W000809,Womack,AR,3.0,R,89.0,0.9325842696629209,0.92290093,31.4,110,AR-03,Steve Womack,@rep_stevewomack
577,116,house,W000810,Woodall,GA,7.0,R,89.0,0.9438202247191009,0.48373576,6.3,221,GA-07,Rob Woodall,@RepRobWoodall
578,116,house,W000812,Wagner,MO,2.0,R,86.0,0.895348837209302,0.64337445,10.3,322,MO-2,Ann Wagner,@RepAnnWagner
579,116,house,W000813,Walorski,IN,2.0,R,87.0,0.919540229885057,0.89064006,23.2,256,IN-02,Jackie Walorski,@RepWalorski
580,116,house,W000815,Wenstrup,OH,2.0,R,87.0,0.919540229885057,0.80832885,16.1,399,OH-02,Brad Wenstrup,@RepBradWenstrup
581,116,house,W000816,Williams,TX,25.0,R,87.0,0.931034482758621,0.77859163,14.9,484,TX-25,Roger Williams,@RepRWilliams
582,116,house,W000819,Walker,NC,6.0,R,68.0,0.970588235294118,0.80201588,14.7,339,NC-06,Mark Walker,@RepMarkWalker
583,116,house,W000821,Westerman,AR,4.0,R,89.0,0.9438202247191009,0.92541444,32.9,111,AR-04,Bruce Westerman,@RepWesterman
584,116,house,W000823,Waltz,FL,6.0,R,87.0,0.8735632183908051,0.82628919,17.0,193,FL-06,Michael Waltz,@RepMichaelWaltz
585,116,house,W000824,Watkins,KS,2.0,R,86.0,0.953488372093023,0.85884406,18.4,265,KS-02,Steven Watkins,
586,116,house,W000825,Wexton,VA,10.0,D,89.0,0.0674157303370786,0.11388426,-10.0,509,VA-10,Jennifer Wexton,@RepWexton
587,116,house,W000827,Wright,TX,6.0,R,77.0,0.9610389610389609,0.72241659,12.3,465,TX-06,Ron Wright,@RepRonWright
588,116,house,Y000033,Young,AK,0.0,R,84.0,0.8214285714285708,0.78053988,14.73064079,29,IN ,Todd Young,@SenToddYoung
589,116,house,Y000033,Young,AK,0.0,R,84.0,0.8214285714285708,0.78053988,14.73064079,100,AK - ,Don Young,@repdonyoung
590,116,senate,Y000064,Young,IN,,R,43.0,0.6511627906976739,0.7449918000000001,19.16519376,29,IN ,Todd Young,@SenToddYoung
591,116,senate,Y000064,Young,IN,,R,43.0,0.6511627906976739,0.7449918000000001,19.16519376,100,AK - ,Don Young,@repdonyoung
592,116,house,Y000062,Yarmuth,KY,3.0,D,89.0,0.0674157303370786,0.09332394,-15.0,270,KY-03,John Yarmuth,@RepJohnYarmuth
593,116,house,Y000065,Yoho,FL,3.0,R,82.0,0.975609756097561,0.82156791,16.0,190,FL-03,Ted Yoho,@RepTedYoho
594,116,house,Z000017,Zeldin,NY,1.0,R,88.0,0.9090909090909091,0.7121082,12.3,371,NY-01,Lee Zeldin,@RepLeeZeldin
595,116,senate,A000360,Alexander,TN,,R,38.0,0.7894736842105259,0.80718843,26.0057009,82,TN ,Lamar Alexander,@SenAlexander
596,116,senate,B000575,Blunt,MO,,R,42.0,0.833333333333333,0.73289168,18.637117,46,MO ,Roy Blunt,@RoyBlunt
597,116,senate,B001135,Burr,NC,,R,38.0,0.8684210526315791,0.49480986,3.65522853,52,NC ,Richard Burr,@SenatorBurr
598,116,senate,B001230,Baldwin,WI,,D,43.0,0.18604651162790697,0.43600963,0.7643432,94,WI ,Tammy Baldwin,@SenatorBaldwin
599,116,senate,B001236,Boozman,AR,,R,43.0,0.86046511627907,0.81469827,26.92097803,4,AR ,John Boozman,@JohnBoozman
600,116,senate,B001243,Blackburn,TN,,R,42.0,0.857142857142857,0.80721806,26.0057009,83,TN ,Marsha Blackburn,@MarshaBlackburn
601,116,senate,B001261,Barrasso,WY,,R,43.0,0.8837209302325579,0.8707,46.29527573,98,WY ,John Barrasso,@SenJohnBarrasso
602,116,senate,B001267,Bennet,CO,,D,35.0,0.2,0.35567793,-4.90558301,10,CO ,Michael Bennet,@SenatorBennet
603,116,senate,B001277,Blumenthal,CT,,D,43.0,0.162790697674419,0.24150723,-13.63938672,12,CT ,Richard Blumenthal,@SenBlumenthal
604,116,senate,B001288,Booker,NJ,,D,33.0,0.18181818181818202,0.22173008,-14.1026978,60,NJ ,Cory Booker,@SenBooker
605,116,senate,B001310,Braun,IN,,R,42.0,0.9523809523809521,0.74253158,19.16519376,28,IN ,Mike Braun,@SenatorBraun
606,116,senate,C000127,Cantwell,WA,,D,42.0,0.19047619047619,0.22020706,-15.4790881,92,WA ,Maria Cantwell,@SenatorCantwell
607,116,senate,C000141,Cardin,MD,,D,42.0,0.19047619047619,0.16417388,-26.41643951,38,MD ,Benamin Cardin,@SenatorCardin
608,116,senate,C000174,Carper,DE,,D,43.0,0.162790697674419,0.26105229,-11.43051247,14,DE ,Thomas Carper,@SenatorCarper
609,116,senate,C000880,Crapo,ID,,R,40.0,0.9,0.83304114,31.76941855,24,ID ,Mike Crapo,@MikeCrapo
610,116,senate,C001047,Capito,WV,,R,42.0,0.880952380952381,0.87872609,42.15364679,96,WV ,Shelley Moore Capito,@SenCapito
611,116,senate,C001056,Cornyn,TX,,R,43.0,0.8837209302325579,0.591467,8.9994276,84,TX ,John Cornyn,@JohnCornyn
612,116,senate,C001070,Casey,PA,,D,43.0,0.232558139534884,0.43527194,0.72426964,74,PA ,Robert Casey ,@SenBobCasey
613,116,senate,C001075,Cassidy,LA,,R,42.0,0.833333333333333,0.75073638,19.63911856,34,LA ,Bill Cassidy,@SenBillCassidy
614,116,senate,C001088,Coons,DE,,D,43.0,0.18604651162790697,0.26105229,-11.43051247,15,DE ,Christopher Coons,@ChrisCoons
615,116,senate,C001095,Cotton,AR,,R,43.0,0.86046511627907,0.81469827,26.92097803,5,AR ,Tom Cotton,@SenTomCotton
616,116,senate,C001096,Cramer,ND,,R,42.0,0.880952380952381,0.85092909,35.72888837,54,ND ,Kevin Cramer,@SenKevinCramer
617,116,senate,C001098,Cruz,TX,,R,40.0,0.925,0.60039459,8.9994276,85,TX ,Ted Cruz,@SenTedCruz
618,116,senate,D000563,Durbin,IL,,D,42.0,0.214285714285714,0.22228498,-17.06361362,27,IL ,Richard Durbin,@SenatorDurbin
619,116,senate,D000618,Daines,MT,,R,43.0,0.790697674418605,0.75901005,20.42273211,50,MT ,Steve Daines,@SteveDaines
620,116,senate,D000622,Duckworth,IL,,D,40.0,0.2,0.22988231,-17.06361362,26,IL ,Tammy Duckworth,@SenDuckworth
621,116,senate,E000285,Enzi,WY,,R,41.0,0.878048780487805,0.88221551,46.29527573,99,WY ,Michael Enzi,@SenatorEnzi
622,116,senate,E000295,Ernst,IA,,R,43.0,0.86046511627907,0.59882885,9.40683805,22,IA ,Joni Ernst,@SenJoniErnst
623,116,senate,F000062,Feinstein,CA,,D,43.0,0.18604651162790697,0.16671529999999998,-30.10929307,8,CA ,Dianne Feinstein,@SenFeinstein
624,116,senate,F000463,Fischer,NE,,R,43.0,0.86046511627907,0.80135657,25.04859475,56,NE ,Deb Fischer,@SenatorFischer
625,116,senate,G000359,Graham,SC,,R,37.0,0.810810810810811,0.70141105,14.265912900000002,78,SC ,Lindsey Graham,@LindseyGrahamSC
626,116,senate,G000386,Grassley,IA,,R,43.0,0.8837209302325579,0.59882885,9.40683805,23,IA ,Chuck Grassley,@ChuckGrassley
627,116,senate,G000555,Gillibrand,NY,,D,35.0,0.14285714285714302,0.21620888,-22.49045614,66,NY ,Kirsten Gillibrand,@gillibrandny
628,116,senate,G000562,Gardner,CO,,R,38.0,0.815789473684211,0.33704448,-4.90558301,11,CO ,Cory Gardner,@SenCoryGardner
629,116,senate,H001042,Hirono,HI,,D,43.0,0.18604651162790697,0.16195048,-32.18281473,20,HI ,Mazie Hirono,@maziehirono
630,116,senate,H001046,Heinrich,NM,,D,43.0,0.232558139534884,0.29602252,-8.2132684,62,NM ,Martin Heinrich,@MartinHeinrich
631,116,senate,H001061,Hoeven,ND,,R,43.0,0.8837209302325579,0.85439532,35.72888837,55,ND ,John Hoeven,@SenJohnHoeven
632,116,senate,H001076,Hassan,NH,,D,43.0,0.18604651162790697,0.41544479,-0.36766386,58,NH ,Margaret Wood Hassan,@SenatorHassan
633,116,senate,H001079,Hyde-Smith,MS,,R,43.0,0.8837209302325579,0.72882901,17.82624982,48,MS ,Cindy Hyde-Smith,@SenHydeSmith
634,116,senate,H001089,Hawley,MO,,R,43.0,0.86046511627907,0.73877065,18.637117,47,MO ,Josh Hawley,@SenHawleyPress
635,116,senate,I000024,Inhofe,OK,,R,42.0,0.857142857142857,0.85274673,36.39118454,70,OK ,James Inhofe,@JimInhofe
636,116,senate,I000055,Isakson,GA,,R,21.0,0.857142857142857,0.46407519,5.15937819,18,GA ,Johnny Isakson,@SenatorIsakson
637,116,senate,J000300,Jones,AL,,D,41.0,0.24390243902439002,0.83270143,27.72514661,2,AL ,Doug Jones,@SenDougJones
638,116,senate,J000300,Jones,AL,,D,41.0,0.24390243902439002,0.83270143,27.72514661,336,NC-03,Walter Jones,@RepWalterJones
639,116,senate,K000367,Klobuchar,MN,,D,34.0,0.147058823529412,0.39421461,-1.52013048,44,MN ,Amy Klobuchar,@SenAmyKlobuchar
640,116,senate,K000384,Kaine,VA,,D,43.0,0.18604651162790697,0.33455063,-5.32370582,88,VA ,Time Kaine,
641,116,senate,L000174,Leahy,VT,,D,43.0,0.18604651162790697,0.17674862,-26.40835124,90,VT ,Patrick Leahy,@SenatorLeahy
642,116,senate,L000575,Lankford,OK,,R,43.0,0.8372093023255809,0.85617081,36.39118454,71,OK ,James Lankford,@SenatorLankford
643,116,senate,M000133,Markey,MA,,D,42.0,0.19047619047619,0.17827995,-27.19670645,36,MA ,Edward Markey,@SenMarkey
644,116,senate,M000355,McConnell,KY,,R,43.0,0.8837209302325579,0.83167273,29.83745022,32,KY ,Mitch McConnell,@SenateMajLdr
645,116,senate,M000639,Menendez,NJ,,D,43.0,0.162790697674419,0.23782479,-14.1026978,61,NJ ,Robert Menendez,@SenatorMenendez
646,116,senate,M000934,Moran,KS,,R,42.0,0.6190476190476191,0.7757579000000001,20.60221107,30,KS ,Jerry Moran,@JerryMoran
647,116,senate,M001111,Murray,WA,,D,41.0,0.195121951219512,0.23505713,-15.4790881,93,WA ,Patty Murray,@PattyMurray
648,116,senate,M001153,Murkowski,AK,,R,40.0,0.575,0.6928042,14.73064079,0,AK ,Lisa Murkowski,@lisamurkowski
649,116,senate,M001176,Merkley,OR,,D,43.0,0.209302325581395,0.26548858,-10.97781682,72,OR ,Jeff Merkley,@SenJeffMerkley
650,116,senate,M001197,McSally,AZ,,R,40.0,0.9,0.49452417,3.54559463,6,AZ ,Martha McSally,@SenMcSallyAZ
651,116,senate,P000449,Portman,OH,,R,42.0,0.80952380952381,0.56681698,8.129574400000001,69,OH ,Rob Portman,@senrobportman
652,116,senate,P000603,Paul,KY,,R,36.0,0.6388888888888891,0.81046844,29.83745022,33,KY ,Rand Paul,@RandPaul
653,116,senate,P000612,Perdue,GA,,R,36.0,0.916666666666667,0.53290182,5.15937819,19,GA ,David Perdue,@sendavidperdue
654,116,senate,R000307,Roberts,KS,,R,43.0,0.8837209302325579,0.76092023,20.60221107,31,KS ,Pat Roberts,@SenPatRoberts
655,116,senate,R000584,Risch,ID,,R,41.0,0.878048780487805,0.83472951,31.76941855,25,ID ,James Risch,@SenatorRisch
656,116,senate,R000595,Rubio,FL,,R,41.0,0.804878048780488,0.45134864,1.19862561,16,FL ,Marco Rubio,@SenRubioPress
657,116,senate,R000605,Rounds,SD,,R,34.0,0.911764705882353,0.85053224,29.79332222,80,SD ,Mike Rounds,@SenatorRounds
658,116,senate,R000608,Rosen,NV,,D,41.0,0.17073170731707302,0.38588565,-2.41712836,65,NV ,Jacky Rosen,@SenJackyRosen
659,116,senate,R000615,Romney,UT,,R,42.0,0.7857142857142858,0.7256013000000001,18.07933323,87,UT ,Mitt Romney,@SenatorRomney
660,116,senate,S000033,Sanders,VT,,I,26.0,0.23076923076923103,0.18488692,-26.40835124,91,VT ,Bernard Sanders,@SenSanders
661,116,senate,S000148,Schumer,NY,,D,43.0,0.162790697674419,0.19036579,-22.49045614,67,NY ,Charles Schumer,@SenSchumer
662,116,senate,S000320,Shelby,AL,,R,43.0,0.8837209302325579,0.81982097,27.72514661,3,AL ,Richard Shelby,@SenShelby
663,116,senate,S000770,Stabenow,MI,,D,43.0,0.18604651162790697,0.42610247,0.22303327,43,MI ,Debbie Stabenow,@SenStabenow
664,116,senate,S001181,Shaheen,NH,,D,43.0,0.18604651162790697,0.41544479,-0.36766386,59,NH ,Jeanne Shaheen,@SenatorShaheen
665,116,senate,S001191,Sinema,AZ,,D,42.0,0.261904761904762,0.48898477,3.54559463,7,AZ ,Kyrsten Sinema,@SenatorSinema
666,116,senate,S001194,Schatz,HI,,D,42.0,0.166666666666667,0.16570347,-32.18281473,21,HI ,Brian Schatz,@SenBrianSchatz
667,116,senate,S001197,Sasse,NE,,R,40.0,0.85,0.81666148,25.04859475,57,NE ,Ben Sasse,@SenSasse
668,116,senate,S001198,Sullivan,AK,,R,40.0,0.85,0.69078975,14.73064079,1,AK ,Dan Sullivan,@SenDanSullivan
669,116,senate,T000250,Thune,SD,,R,42.0,0.880952380952381,0.82743452,29.79332222,81,SD ,John Thune,@SenJohnThune
670,116,senate,T000461,Toomey,PA,,R,41.0,0.8292682926829269,0.43441103,0.72426964,75,PA ,Patrick Toomey,@SenToomey
671,116,senate,T000464,Tester,MT,,D,43.0,0.162790697674419,0.75901005,20.42273211,51,MT ,Jon Tester,@SenatorTester
672,116,senate,T000476,Tillis,NC,,R,43.0,0.86046511627907,0.4905201,3.65522853,53,NC ,Thom Tillis,@SenThomTillis
673,116,senate,U000039,Udall,NM,,D,43.0,0.209302325581395,0.29602252,-8.2132684,63,NM ,Tom Udall,@SenatorTomUdall
674,116,senate,W000437,Wicker,MS,,R,43.0,0.8372093023255809,0.72882901,17.82624982,49,MS ,Roger Wicker,@SenatorWicker
675,116,senate,W000779,Wyden,OR,,D,43.0,0.18604651162790697,0.26548858,-10.97781682,73,OR ,Ron Wyden,@RonWyden
676,116,senate,W000802,Whitehouse,RI,,D,41.0,0.146341463414634,0.22228725,-15.50854907,77,RI ,Sheldon Whitehouse,@SenWhitehouse
677,116,senate,W000805,Warner,VA,,D,43.0,0.18604651162790697,0.33455063,-5.32370582,89,VA ,Mark Warner,@MarkWarner
678,116,senate,W000817,Warren,MA,,D,30.0,0.23333333333333303,0.18098683,-27.19670645,37,MA ,Elizabeth Warren,@SenWarren
