id,date,time,condition,npi_total,sex,age,npi_1,npi_2,filler_1,npi_3,npi_4,npi_5,filler_2,npi_6,npi_7,npi_8,filler_3,npi_9,npi_10,npi_11,npi_12,npi_13,filler_4,npi_14,npi_15,npi_16,filler_5,npi_17,npi_18,filler_6,npi_19,npi_20,npi_21,filler_7,npi_22,npi_23,npi_24,filler_8,npi_25,npi_26,npi_27,filler_9,npi_28,npi_29,npi_30,filler_10,npi_31,npi_32,npi_33,filler_11,npi_34,npi_35,npi_36,filler_12,npi_37,npi_38,npi_39,filler_13,npi_40,certain_of_guess
86,2/13/2017,19:41:45,2,14,1,23,1,2,2,2,1,2,1,1,1,1,2,1,1,2,1,1,2,1,1,1,2,1,2,2,1,1,2,1,2,1,1,1,2,1,2,2,1,2,2,2,2,1,1,2,2,1,2,1,1,2,2,2,2,2
87,2/15/2017,15:32:25,3,20,1,21,1,2,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,2,1,2,1,2,1,1,1,1,2,1,2,1,1,1,2,2,1,2,1,2,2,1,1,2,1,2,1,2,1,1,2,2,2,1,1,4
88,2/15/2017,16:56:47,3,22,1,19,1,2,1,2,1,2,1,1,2,1,1,1,2,1,1,1,1,2,1,1,2,1,2,1,1,1,2,1,2,2,2,2,2,2,1,2,1,1,1,2,1,2,1,2,1,1,2,2,2,2,2,1,2,2
89,2/15/2017,17:29:44,1,15,1,22,1,2,2,2,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,1,1,2,1,2,1,2,1,2,1,2,2,2,2,1,1,2,2,2,1,2,2,1,1,2,1,1,2,2,1,1,1
90,2/15/2017,19:26:02,2,22,1,21,1,2,1,2,1,2,1,1,1,1,1,2,2,1,1,2,1,1,1,2,1,2,1,1,2,1,2,1,1,1,2,2,2,2,1,2,2,1,2,2,1,2,1,1,1,2,2,1,2,2,1,1,2,2
91,2/22/2017,15:32:28,1,10,1,21,1,2,2,2,1,1,2,1,1,1,2,1,2,1,2,2,1,2,1,2,1,2,1,1,1,1,2,1,1,1,2,2,2,2,1,1,1,2,2,2,2,1,1,1,1,1,2,1,2,2,2,1,1,2
92,2/22/2017,17:12:40,3,10,1,19,1,2,1,2,1,1,1,2,1,1,1,2,1,2,2,2,2,2,1,2,1,1,1,2,2,1,1,1,2,1,2,1,2,1,2,2,1,1,2,2,2,1,2,2,1,2,2,1,2,2,2,1,2,3
93,2/22/2017,17:28:22,2,9,1,19,2,2,2,2,1,2,1,2,1,2,1,1,1,1,1,2,1,2,1,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,2,2,1,2,1,2,2,1,2,2,1,2,2,2,1,1,1
94,2/22/2017,18:25:11,3,24,1,19,1,2,1,2,1,2,1,1,1,1,2,2,2,2,1,1,1,2,1,1,2,2,2,1,1,1,1,1,2,1,2,2,2,2,1,2,1,1,2,2,1,2,1,2,1,2,1,1,2,2,1,1,2,3
95,3/1/2017,13:40:03,1,10,0,26,1,2,2,2,1,1,1,1,1,2,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,2,1,1,2,2,1,2,1,2,2,1,2,2,2,2,2,2,1,2,2
96,3/1/2017,14:32:52,2,30,0,18,2,1,2,1,2,2,2,1,2,1,1,1,2,1,1,2,1,2,1,1,1,2,1,1,2,1,1,1,2,2,2,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1
97,3/13/2017,15:27:57,2,8,1,20,1,2,1,1,1,1,1,2,1,1,2,1,2,2,2,1,1,2,1,2,2,1,1,2,1,1,2,1,1,1,2,1,2,1,2,2,1,2,2,2,2,1,1,2,1,1,2,1,1,2,2,1,1,1
99,3/13/2017,16:50:13,1,18,1,18,1,2,1,2,1,1,1,1,2,2,2,2,1,1,1,2,1,2,2,1,1,1,1,2,2,2,2,1,2,1,2,1,2,1,2,1,1,1,2,2,1,2,2,2,1,1,2,1,2,1,1,1,2,2
99,3/15/2017,12:59:39,3,34,1,19,1,2,2,1,1,2,1,1,2,1,1,2,2,1,1,1,1,2,2,1,1,2,1,1,2,2,2,1,2,2,2,2,1,2,1,2,2,1,1,2,1,2,1,2,1,2,1,2,1,1,1,1,2,4
100,3/15/2017,13:27:06,1,14,1,20,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,2,2,2,1,1,1,1,2,2,1,1,2,1,2,2,2,2,2,1,1,2,1,1,2,2,1,1,2,2,1,1,2,1,1,2,1,1,1,3
101,3/15/2017,13:57:59,2,19,1,20,1,2,2,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,1,2,1,2,2,1,1,1,2,1,1,1,2,2,1,2,1,2,2,1,1,2,1,2,1,1,1,1,1,1,1,2,2,1,1,4
102,3/15/2017,15:34:10,3,7,0,23,1,2,2,2,1,2,1,2,1,1,2,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,1,1,2,1,2,2,2,2,1,2,2,1,2,1,2,2,2,1,2,2,2,2,1,1,1,2
103,3/20/2017,19:29:07,1,11,1,20,1,2,1,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,1,1,1,2,2,1,1,1,1,2,1,2,1,2,1,2,2,1,2,2,2,1,1,2,2,1,1,2,2,2,2,2,1,1,4
104,3/22/2017,13:05:32,3,10,1,20,1,2,1,2,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,2,1,1,1,2,1,1,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,3
105,3/22/2017,13:55:36,2,23,1,21,1,2,1,2,2,1,1,2,1,1,1,2,2,1,2,2,1,2,1,2,2,2,2,1,2,1,1,1,2,1,2,2,1,2,1,2,2,1,2,2,2,2,1,1,1,1,1,2,1,2,1,2,2,1
106,3/22/2017,14:31:44,2,11,1,22,2,2,1,2,1,1,1,2,2,1,2,1,1,2,2,2,1,1,2,1,2,1,2,2,1,1,2,2,1,1,2,1,1,2,2,2,1,1,1,1,1,1,2,1,2,1,2,1,2,2,2,1,1,3
106,3/22/2017,15:07:19,2,16,1,19,1,2,1,2,1,1,1,2,1,1,1,1,2,1,1,2,2,1,1,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,1,2,1,2,2,1,2,1,1,2,1,1,2,1,2,2,2,1,2,4
107,3/22/2017,16:58:53,3,18,1,21,1,2,2,2,1,2,1,2,1,1,1,1,2,1,1,2,2,2,1,2,1,2,2,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,2,1,1,2,1,2,1,1,1,1,2,2,2,1,1,5
108,3/22/2017,17:28:44,1,9,1,19,1,2,1,2,1,1,1,1,1,1,2,1,1,2,2,1,1,2,1,1,2,1,2,2,1,1,2,1,2,1,2,1,2,2,2,2,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2
109,3/27/2017,15:25:44,3,13,1,19,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,2,1,2,1,2,1,2,1,2,2,1,1,2,1,1,1,2,1,2,2,2,2,1,1,2,1,2,2,2,1,2,2
110,3/27/2017,16:58:28,2,14,1,20,1,2,2,1,1,1,1,2,1,1,1,2,1,1,2,2,2,1,1,2,1,1,1,1,2,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,1,2,1,2,1,2,1,2,3
111,3/29/2017,13:07:59,1,9,1,22,1,2,2,2,1,1,2,2,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,2,1,1,2,2,2,2,1,2,2,1,2,2,2,1,2,2,1,1,4
112,3/29/2017,13:26:14,3,18,1,21,1,2,2,1,1,1,2,2,2,2,1,1,2,1,1,2,2,2,1,1,1,1,2,1,1,1,2,1,1,1,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,5
113,3/29/2017,13:59:11,1,11,1,20,1,2,2,2,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1,1,2,2,1,2,2,1,2,1,2,1,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,1,2,1,2,2,2,1,1,4
114,3/29/2017,14:34:56,2,10,1,22,2,2,2,2,1,1,1,2,1,1,2,1,1,2,1,1,2,2,1,2,2,1,1,1,2,1,2,2,1,1,1,1,2,1,1,1,2,1,2,2,2,2,2,1,1,1,2,1,2,2,2,2,1,4
115,3/29/2017,15:32:41,3,25,0,20,1,2,2,2,2,1,1,2,2,1,2,1,2,1,1,1,2,2,2,1,1,2,1,1,2,2,1,1,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,1,1,2
116,3/29/2017,16:57:49,2,17,1,19,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,2,1,2,2,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,1,2,2,2,1,2,3
117,4/5/2017,13:06:33,1,14,0,21,2,1,1,2,1,1,1,2,2,1,1,2,1,2,2,2,2,1,1,1,1,2,2,2,1,1,2,1,2,1,2,2,1,1,2,2,1,2,1,2,2,1,1,2,1,2,2,2,2,2,2,1,1,4
118,4/5/2017,13:17:59,2,17,1,19,1,2,1,2,1,1,2,1,2,1,2,2,2,1,2,2,1,1,1,1,2,1,1,2,1,1,2,1,1,2,2,2,2,1,1,2,1,2,2,2,2,2,1,2,1,2,1,1,2,1,2,1,1,2
119,4/5/2017,14:22:41,3,23,1,19,1,1,2,2,1,2,1,2,1,1,1,2,2,1,2,1,2,1,2,1,1,2,1,2,2,1,2,1,2,1,2,2,2,2,2,2,2,1,2,1,1,1,1,2,1,2,2,1,2,2,1,1,2,3
120,4/5/2017,15:24:13,1,24,0,22,1,2,2,2,2,2,1,1,2,1,1,2,2,2,1,2,1,1,2,1,1,1,1,1,2,2,2,1,2,1,2,2,2,2,1,2,1,1,1,1,2,2,1,2,1,1,1,2,2,2,2,1,2,4
121,4/5/2017,18:03:41,3,6,0,19,2,2,2,2,1,1,2,2,1,1,1,1,1,2,2,2,2,2,1,2,2,1,2,1,1,1,2,1,2,1,2,2,2,2,2,1,1,2,2,2,1,1,2,1,1,1,2,2,2,2,2,2,1,3
122,4/5/2017,18:20:21,1,7,0,19,1,2,1,2,1,1,1,2,1,1,2,1,2,1,2,2,1,2,1,2,2,2,1,1,1,1,2,1,1,1,2,1,2,2,2,2,1,2,2,2,2,1,2,1,1,1,2,1,2,2,2,1,1,2
123,4/5/2017,19:02:41,2,10,1,20,1,2,1,2,1,2,1,1,1,2,1,1,1,2,2,2,2,2,1,2,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,1,2,1,2,2,1,1,1
124,4/10/2017,13:59:29,3,13,0,22,1,2,2,2,1,1,1,2,1,1,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,1,2,1,2,1,2,1,1,2,1,1,1,1,2,2,2,1,2,2,1,1,2,2,2,2,2,1,1,2
125,4/10/2017,15:06:28,2,10,1,19,1,2,1,2,1,1,1,2,1,1,1,1,2,1,2,2,1,1,1,2,1,2,1,2,1,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,2,2,1,1,3
126,4/10/2017,17:31:30,1,10,1,20,2,2,1,2,1,1,1,2,1,1,2,1,2,1,2,2,1,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,1,2,2,1,2,2,2,1,1,2,2,1,2,2,1,2,2,2,1,2,4
127,4/12/2017,13:11:44,2,19,0,20,1,2,2,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,1,1,1,2,1,1,2,1,1,2,1,1,2,2,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,3
127,4/10/2017,19:34:41,2,8,1,20,1,2,1,1,1,2,1,2,1,1,1,1,2,1,2,2,1,2,2,2,1,2,1,1,1,1,2,1,1,1,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,1,2,1,2,2,2,1,1,4
128,4/12/2017,13:41:11,3,20,1,21,1,2,2,1,2,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,4
129,4/12/2017,14:10:14,1,15,1,21,1,2,2,2,1,1,1,2,1,1,1,1,2,2,2,2,2,1,2,1,1,2,2,1,2,1,2,1,1,1,2,2,2,2,1,1,1,1,2,1,1,2,2,2,1,1,2,1,2,2,2,1,1,3
130,4/12/2017,14:37:54,3,24,0,18,1,2,2,1,1,2,2,2,2,1,1,1,2,1,2,1,1,2,2,2,1,2,2,2,2,1,2,1,2,1,2,2,2,2,1,2,2,1,1,1,1,2,1,1,1,1,2,2,1,2,2,1,2,3
131,4/12/2017,15:03:03,1,20,0,22,1,2,2,2,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,2,2,1,2,1,2,1,2,1,1,2,2,1,2,1,2,1,2,2,2,2,1,1,4
132,4/12/2017,15:44:13,3,12,1,19,1,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,1,2,1,1,2,1,2,1,2,2,2,2,2,2,1,1,1,1,2,1,2,2,1,2,2,1,2,2,2,1,2,2
133,4/12/2017,17:08:34,1,6,1,20,1,2,1,2,1,1,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,2,1,2,1,2,1,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,1,1,4
134,4/12/2017,17:42:18,3,11,1,19,2,2,2,2,1,1,1,2,2,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,1,2,2,1,1,2,2,1,2,2,1,1,3
135,4/12/2017,18:03:52,1,18,1,21,1,2,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2,1,1,2,2,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,1,1,1,2,1,2,1,2,1,2,1,2,1
136,4/12/2017,18:43:05,3,22,1,20,1,2,1,2,1,1,1,2,1,1,1,2,2,1,1,1,1,2,1,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,2,1,1,1,1,2,1,1,1,2,1,2,5
137,4/12/2017,19:09:17,1,17,1,18,1,2,1,2,1,1,1,2,1,1,1,1,2,1,1,2,2,2,1,1,1,2,1,1,1,1,2,1,2,1,2,2,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,1,1,2,2,1,1,2
138,4/17/2017,13:14:50,3,9,1,19,1,2,1,2,1,1,1,2,2,1,1,1,1,2,2,2,2,1,1,2,2,2,1,2,1,1,2,1,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,1,2,1,2,1,1,2,2,2,1,3
139,4/17/2017,14:38:13,1,19,0,19,1,2,2,1,1,2,1,2,1,1,1,1,2,1,1,1,2,2,1,1,1,2,2,1,1,1,2,1,2,1,2,2,2,2,1,1,1,2,2,2,1,1,1,2,1,2,2,2,2,2,2,1,2,1
141,4/17/2017,17:13:27,1,18,0,22,1,2,2,1,1,2,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,2,2,1,1,2,1,2,1,1,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,2,2,2,2,1,1,4
142,4/17/2017,17:45:42,3,25,1,19,1,2,1,2,2,1,1,1,2,1,2,1,2,1,1,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,1,2,2,1,1,2,1,1,2,1,2,1,1,2,2,2,1,2,2,2,1,2,4
143,4/17/2017,18:39:19,1,12,0,21,1,2,1,2,1,1,1,2,1,2,2,1,2,1,1,1,2,2,1,2,1,1,2,2,1,1,2,2,2,1,1,2,2,1,2,1,1,2,2,1,1,1,2,2,2,2,1,2,2,2,1,1,1,4
144,4/19/2017,13:11:40,3,24,1,24,1,2,2,1,1,2,1,2,2,1,1,1,2,2,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,1,2,2,2,2,1,2,2,1,1,2,1,2,2,1,1,1,2,1,1,2,2,1,2,2
145,4/19/2017,13:40:21,1,18,0,24,1,2,2,2,1,2,1,2,1,1,1,1,2,2,2,2,1,2,1,1,1,2,1,1,1,1,2,1,2,2,2,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,2
146,4/19/2017,14:01:12,3,18,1,19,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,2,1,1,2,2,1,1,1,2,2,2,2,1,2,1,2,1,1,2,1,2,2,1,1,1,3
147,4/19/2017,14:38:18,1,7,1,19,1,2,1,2,1,1,1,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,2,1,1,2,1,1,1,2,2,1,2,1,1,1,2,2,2,2,1,2,2,2,1,2,1,2,2,2,1,1,2
148,4/19/2017,15:05:14,3,27,1,20,2,2,1,2,2,2,1,2,2,1,1,2,2,1,1,2,2,1,1,1,2,1,2,2,2,2,2,2,1,1,1,1,1,2,1,1,2,1,1,2,1,2,1,1,1,1,1,2,2,1,2,1,2,2
149,4/19/2017,17:15:08,1,10,1,19,1,2,1,2,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,2,2,1,2,1,1,1,2,1,2,1,1,1,2,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,1,4
150,4/19/2017,18:05:27,1,15,0,19,2,2,1,2,1,2,1,2,1,1,2,1,2,1,1,2,2,2,1,1,1,2,2,2,2,1,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,1,1,2,1,1,2,2,1,2,2,1,1,3
151,4/19/2017,18:40:25,3,30,0,23,1,2,2,1,1,2,1,1,2,1,2,2,2,1,1,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,1,1,2,2,1,2,1,2,1,2,1,2,1,2,2,2,1,1,2,2
152,4/19/2017,19:13:09,3,14,1,19,2,2,2,2,1,1,1,2,1,1,2,1,2,1,2,2,2,2,2,1,2,2,1,2,1,1,2,2,1,1,1,2,2,2,2,1,2,1,2,2,2,1,2,2,1,2,2,1,2,2,1,1,2,1
153,4/19/2017,19:29:28,1,13,0,23,1,2,1,2,1,1,1,2,1,1,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,1,2,1,2,1,1,1,2,2,1,1,2,2,2,1,1,2,1,1,2,1,2,2,2,1,1,3
154,4/24/2017,13:08:01,3,5,1,22,2,2,1,2,1,1,1,2,1,1,1,1,1,2,2,2,2,2,1,2,2,1,1,2,1,1,2,1,2,1,2,1,1,1,2,2,1,2,2,2,1,1,2,2,1,1,2,1,2,2,2,1,1,3
155,4/24/2017,13:39:02,1,15,0,21,1,2,1,2,1,2,1,2,2,1,1,1,2,2,2,2,2,2,1,2,1,1,1,2,2,1,2,1,1,1,2,1,2,2,2,2,1,1,2,2,1,1,1,2,1,2,1,2,1,2,2,1,2,2
156,4/24/2017,14:04:50,2,3,1,19,2,2,1,2,1,1,2,2,1,1,1,1,1,2,2,2,2,1,1,2,2,1,1,2,1,1,1,2,1,1,2,1,2,1,2,1,1,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,1,1
157,4/24/2017,15:03:46,3,7,1,20,2,2,1,2,1,1,1,1,1,1,2,1,2,1,2,2,2,2,1,2,2,1,2,1,1,1,2,1,1,1,2,1,2,1,2,2,2,2,2,2,2,1,1,1,2,1,2,1,2,2,2,1,1,3
158,4/24/2017,15:32:55,2,9,1,20,1,2,1,2,1,1,1,2,1,1,2,2,1,2,2,2,1,1,1,1,1,1,2,2,1,1,2,1,1,1,2,2,2,2,2,2,1,1,2,2,2,1,2,1,2,1,2,1,1,2,2,1,1,3
159,4/24/2017,15:44:16,1,21,0,20,1,2,1,1,2,1,1,2,2,1,1,1,2,1,2,2,2,2,1,1,1,2,1,2,1,1,1,1,2,2,1,2,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,2,1
160,4/24/2017,17:09:29,2,7,1,20,1,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,1,1,1,2,1,1,2,1,2,1,2,1,2,1,2,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,2,1,1,2
161,4/24/2017,17:37:49,1,10,1,20,1,2,2,2,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,2,1,2,2,2,1,2,1,2,1,2,1,1,2,2,1,1,1,2,2,1,2,2,2,2,2,2,1,2,1
162,4/24/2017,18:56:44,1,4,1,19,2,2,1,2,1,1,1,2,1,1,2,1,1,2,2,2,2,1,1,2,2,1,1,2,1,1,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,1,2,1,2,2,1,4
163,4/24/2017,19:43:25,3,16,1,21,1,2,2,1,1,2,1,2,2,1,1,2,1,2,2,2,2,2,1,1,2,1,2,1,1,1,2,1,1,1,2,2,2,2,1,2,1,2,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,3
164,4/26/2017,13:09:26,1,11,1,19,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,1,1,2,1,2,2,1,2,2,1,1,1,2,2,1,1,2,1,2,2,2,2,1,4
165,4/26/2017,13:32:35,2,12,1,21,2,2,2,2,1,1,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,2,2,1,1,1,2,2,1,2,1,2,2,2,1,2,2
166,4/26/2017,14:10:09,3,19,0,20,1,2,2,2,1,1,2,2,2,1,1,2,2,2,1,1,1,2,2,1,1,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,1,2,1,2,1,1,1,2,2,1,1,2,1,2,1,1,1,4
167,4/26/2017,14:40:37,1,26,0,19,1,2,2,1,2,2,1,2,2,1,1,1,2,1,1,1,2,1,2,2,1,2,1,1,2,2,2,1,1,1,2,1,2,2,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,2,2,1,2,5
168,4/26/2017,15:10:09,2,29,0,19,2,2,1,2,2,2,1,1,2,1,2,2,2,2,1,1,2,1,2,1,1,2,1,2,2,1,2,1,2,2,2,2,1,2,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,2,2,1,2,5
169,4/26/2017,17:11:12,1,4,1,22,1,2,2,2,1,1,1,2,1,2,1,1,2,2,2,2,2,2,1,2,1,2,1,2,1,1,2,1,1,1,2,2,2,1,2,2,1,2,2,2,2,1,2,2,1,1,2,1,2,2,2,1,1,5
170,4/26/2017,18:08:29,3,14,1,21,1,2,2,2,1,2,1,2,1,1,1,1,1,2,2,2,2,1,2,1,2,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,1,2,2,2,1,1,1,1,1
171,4/26/2017,18:37:14,2,33,1,21,1,2,2,1,2,2,2,1,2,1,1,1,2,1,1,1,1,2,2,1,1,2,2,1,2,1,2,1,2,2,2,2,1,2,1,2,2,1,1,1,1,2,1,1,1,2,1,2,2,1,1,1,2,2
172,4/26/2017,19:10:54,1,9,1,22,2,2,2,1,1,1,1,2,1,1,1,1,2,2,2,2,2,1,1,1,1,2,1,2,1,1,2,1,2,1,2,2,2,1,2,2,1,1,2,2,1,1,2,2,2,1,2,1,2,2,2,1,1,1